ID,designation_header,strain_number_header,is_type_strain_header,species,Genome seq. accession number,Motility
130339,Red1,"DSM 29995, DSM 23483, JCM 15104, JCM 30610, DSM 28483, KCTC 5626",1,Geoalkalibacter subterraneus,GCA_000827125,1
1437,"BD 53, T 281, NRS-81","DSM 7263, ATCC 8005, NCIMB 8547, NRRL NRS-81, CCUG 28890, CIP 106929, LMG 9819, NCCB 30003, JCM 20319, BCRC 11223, IAM 11001, NBRC 102445",1,Geobacillus kaustophilus,GCA_000739955,0
1450,N-3,DSM 15325,1,Geobacillus lituanicus,GCA_002243605,1
137035,TD1,"CIP 110046, DSM 22570",0,Aeribacillus pallidus,GCA_004210355,0
166233,1017,"VKM B-3132, KCTC 33986",1,Geobacillus proteiniphilus,GCA_001908025,1
1419,"R-35646, 26","DSM 22, ATCC 12980, CCM 2062, CCUG 26241, IAM 11062, LMG 6939, NBRC 12550, NCIMB 8923, NCTC 10339, VKM B-2231, IFO 12550, NCA 26, JCM 2501, BCRC 11092, CIP 66.23, KCTC 1665, KCTC 1752, NCFB 1768, NRRL B-1172, VKM B-510, VTT E-81128, UCCCB118, NCDO 1768",1,Geobacillus stearothermophilus,GCA_001277805,1
1420,"N.R. Smith T17, 1518","DSM 5934, ATCC 7953, NCA 1518, NCIB 8157, NCTC 10007, JCM 9488, BCRC 10285, CCUG 621, CIP 52.81, IAM 11002, IFO 13737, LMG 13578, NBRC 13737, NCFB 733, NCIMB 8157, NCIMB 8925, VKM B-715, NCDO 733",0,Geobacillus stearothermophilus,GCA_000705495,0
159838,AYN2,"MTCC 12749, KCTC 33950, JCM 32596, MTCC 12769",1,Parageobacillus yumthangensis,GCA_002494375,1
134307,Rf4,"ATCC BAA-1134, JCM 13001",1,Geotalea uraniireducens,GCA_000016745,1
24057,CF5/3,"DSM 45417, CCUG 62814, MTCC 11412, JCM 30064",1,Geodermatophilus normandii,GCA_003182485,1
5823,,"DSM 45317, CCM 7619, CPCC 201356, JCM 17967",1,Geodermatophilus ruber,GCA_900114385,1
5822,CF9/1/1,"DSM 45421, CCUG 62764, MTCC 11415",1,Geodermatophilus telluris,GCA_900102745,1
141033,HF401,"KCTC 42595, MCCC 1H00119",1,Geofilum rhodophaeum,GCA_002210225,1
133723,JAM-BA0501,"JCM 15548, NCIMB 14482",1,Geofilum rubicundum,GCA_000974365,1
18133,BH1,"DSM 21769, JCM 15647",1,Geomicrobium halophilum,GCA_014207655,0
23031,OSK6,"DSM 24905, JCM 17780",1,Geomobilimonas luticola,GCA_018476905,1
164428,S-16,"JCM 32971, KACC 19792",1,Piscinibacter terrae,GCA_003852895,0
164571,ZLJ0423,"JCM 33470, CGMCC 1.13681",1,Georgenia faecalis,GCA_003710105,0
1771,1A-C,"DSM 14418, CCM 4963, JCM 12241, CIP 107920, NBRC 103560",1,Georgenia muralis,GCA_003814705,0
1773,,"DSM 17458, CCTCC AB 204065, KCTC 19029, NBRC 103883, YIM 004, JCM 15130",1,Georgenia ruanii,GCA_009193175,1
23795,"JC82, 5NBRC 107612","DSM 27632, KCTC 19802, NBRC 107612",1,Georgenia satyanarayanai,GCA_009193135,1
1774,TT 02-04,"DSM 21501, NBRC 104148",1,Georgenia thermotolerans,GCA_009193185,1
167839,"WS11, WS 11","MCCC 1K03498, KCTC 62439",1,Georhizobium profundi,GCA_003952725,0
2867,VNs68,"DSM 17957, JCM 14037, CIP 109751",1,Geosporobacter subterraneus,GCA_900142145,0
5806,TMJ1,"DSM 19350, JCM 15764",1,Geotalea toluenoxydans,GCA_001311985,0
134675,,"CIP 107877, ATCC 35958, NCIMB 9012, NRRL B-2067, CCUG 49446, IAM 14948, IFO 14917, ATCC 11879, ATCC 19259, JCM 21430, NBRC 14917",1,Giesbergeria anulus,GCA_900111115,1
132150,wkB1,"DSM 104097, ATCC BAA-2448, NCIMB 14804",1,Gilliamella apicola,GCA_000599985,1
134128,IC154,"ACAM 1061, CIP 108528, KCTC 62006",1,Gillisia hiemivivida,GCA_007997295,0
5600,R-8282,"DSM 15749, LMG 21470, CIP 108418",1,Gillisia limnaea,GCA_000243235,0
133955,CBA3202,"KACC 16693, KCTC 32030, JCM 18402",1,Gillisia marina,GCA_000258765,0
134214,Mok-1-36,"NBRC 101626, CIP 109286",1,Gilvibacter sediminis,GCA_028561565,0
17899,,"DSM 19667, CGMCC 1.7008, QM 42",1,Gilvimarinus chinensis,GCA_000377745,1
160642,"Pan241weiss, Pan241w","DSM 100744, LMG 31345, CECT 9841, VKM B-3430",1,Gimesia alba,GCA_007744675,1
451,"ICO29, C12ST5","DSM 14239, ACAM 615, CIP 105819",1,Glaciecola pallidula,GCA_000315035,1
136875,ICO 67,"CIP 105817, ACAM 611",1,Glaciecola punicea,GCA_000252165,1
7505,,"DSM 21135, NBRC 104264, AHU 1791",1,Glaciibacter superstes,GCA_000421145,1
166145,RP-3-7,"KEMB 9005-731, KACC 21151, NBRC 113769",1,Glaciihabitans arcticus,GCA_004310685,0
164247,GS1,"JCM 32375, BCRC 81091",1,Glaciimonas soli,GCA_009497155,1
11715,1374,"DSM 21448, ATCC 19417, CCUG 3712, CIP 100918, CIP 58.8, NCTC 4557, KCTC 15419",1,Glaesserella parasuis,GCA_002015085,0
179,M343/98/2,"DSM 15436, CCUG 41708, CIP 106873",1,Gleimia coleocanis,GCA_000159015,0
234,,"DSM 15739, CCUG 44365, CIP 107175, LMG 18844, GEM 604",1,Globicatella sulfidifaciens,GCA_900167405,0
134017,T6203-4-1a,"JCM 19092, NCIMB 14860, LMG 27801",1,Gluconacetobacter aggeris,GCA_014174395,1
133744,K8617-1- 1b,"JCM 17772, NCIMB 14759, BCRC 80741, LMG 27724",1,Gluconacetobacter asukensis,GCA_014174375,1
41,,"DSM 5603, ATCC 14835, CCUG 18124, IAM 1834, IFO 12388, LMG 1381, LMG 1382, NBRC 12388, NCIMB 9136, JCM 17840, BCRC 12950, CCM 3621, CIP 103109",1,Gluconacetobacter liquefaciens,GCA_003350405,0
134019,T61213-20-1a,"JCM 19094, NCIMB 14859, LMG 27800",1,Gluconacetobacter takamatsuzukensis,GCA_014174275,1
133743,K5929-2-1b,"JCM 17774, NCIMB 14760, BCRC 80742, LMG 27725",1,Gluconacetobacter tumulicola,GCA_014174215,1
134018,T611xx-1-4a,"JCM 19097, NCIMB 14861, LMG 27802",1,Gluconacetobacter tumulisoli,GCA_014174155,0
23501,R-49665,"DSM 27644, LMG 27748, CIP 110637",1,Gluconobacter cerevisiae,GCA_015244675,0
55,,"DSM 7148, ATCC 49206, JCM 21279, CIP 104733, IAM 14721, IFO 3276, LMG 1390, NBRC 3276, NCIMB 13199",0,Gluconobacter cerinus,GCA_018812125,0
53,40,"DSM 7146, ATCC 49207, IFO 3264, NBRC 3264, CIP 104735",1,Gluconobacter frateurii,GCA_002723955,0
134355,,"BCC 14458, NBRC 3271",1,Gluconobacter japonicus,GCA_002723975,1
137575,F149-1,"CIP 108781, BCC 14116, NBRC 100600, PCU 225, TISTR 1533, JCM 12310, LMG 23137",1,Gluconobacter thailandicus,GCA_000964465,0
7613,An25,"DSM 17432, CGMCC 1.3685, JCM 12921, CIP 109137",1,Glutamicibacter ardleyensis,GCA_014644555,1
7602,Re117,"DSM 16368, CIP 108037, JCM 13566, IAM 15318, NCIMB 14258, VTT E-072719",1,Glutamicibacter arilaitensis,GCA_000197735,0
7582,"NANDA-189, A-189","DSM 12798, ATCC 33408, NCIMB 10583, JCM 11565, CIP 102716, IAM 14869, KCTC 3381, LMG 16219, NBRC 103060, VTT E-072694",1,Glutamicibacter nicotianae,GCA_001552115,0
7525,,"DSM 20579, ATCC 14929, NCIB 9545, CCUG 43493, CIP 104276, CIP 82.22, JCM 1970, BCRC 12148, KCTC 3129, KCTC 3257, LMG 16159, NCIMB 9545",0,Glutamicibacter nicotianae,GCA_016907615,0
7534,M-570,"DSM 20168, ATCC 19271, CCEB 282, CIP 106987, JCM 1973, LMG 16324, NBRC 12128, VKM Ac-2104, BCRC 12118, CCM 4749, CGMCC 1.1921, IFO 12128, KACC 10933, KCTC 3385, NCIMB 12765, CCRC 12118",1,Glutamicibacter protophormiae,GCA_014647495,0
7568,U-23,"DSM 20647, ATCC 21749, JCM 11944, BCRC 14857, CGMCC 1.2821, CIP 102367, FERM P-789, IFO 15515, KCTC 3482, LMG 16220, NBRC 15515, NCDO 2282, NCIMB 702282, VKM Ac-1979",1,Glutamicibacter uratoxydans,GCA_006539925,0
164440,ZYF765,"JCM 33028, MCCC 1K03554",1,Glycocaulis profundi,GCA_007050995,0
5845,E71,"DSM 45047, CGMCC 4.3147, CIP 109798, NBRC 105523, JCM 15472",1,Glycomyces sambucus,GCA_900102815,0
13508,,"DSM 43935, CIP 109303, INA 3564, JCM 9110, NBRC 14988, NRRL B-24058, VKM Ac-1083, CGMCC 4.1709, IFO 14988, IMSNU 20127, KCTC 9390",1,Goodfellowiella coeruleoviolacea,GCA_000715825,0
10578,"E9028, N934","DSM 43978, ATCC 33611, JCM 6046, CIP 104184, IFO 16046, KCTC 9808, NBRC 108223, NBRC 16046, NRRL B-16934, PCM 2573",1,Gordonia aichiensis,GCA_000332975,0
10585,2102-488,"DSM 44369, IFO 16433, JCM 10677, NBRC 16433, HKI 0136, CIP 106363, IFM 10352, KCTC 9951, NCIMB 13615",1,Gordonia alkanivorans,GCA_000225505,0
10576,"Se6, A-0171","DSM 43392, ATCC 27808, CCM 2753, DSM 43376, DSM 43587, IMET 7518, IMRU 3960, JCM 3171, KCC A-0171, NCIB 11222, BCRC 13728, CECT 5704, CGMCC 4.1126, CGMCC 4.1494, CIP 104501, HAMBI 2282, IFM 0210, IFO 15530, IMSNU 21177, KCTC 9803, NBRC 15530, NCIMB 11222, NRRL B-16281, NRRL B-8176, VKM Ac-801",1,Gordonia amarae,GCA_000241345,0
10601,IEGM,"DSM 44461, CIP 108824, KCTC 9940, CCUG 48822, JCM 11271, KCTC 9899, NBRC 100051, BCRC 16387, IFM 10353",1,Gordonia amicalis,GCA_000332995,0
10613,,"DSM 44811, IFM 10211, JCM 12131, NBRC 100433, CCUG 53883, CIP 109346",1,Gordonia araii,GCA_000241265,0
10542,3410,"DSM 43247, ATCC 25592, JCM 3198, KCC A-0198, NCTC 10667, BCRC 13721, CCM 2631, CCUG 20989, CCUG 34317, CCUG 34956, CIP 100847, IFM 0150, IFO 16047, IMET 7370, IMSNU 22088, JCM 3231, KCTC 3076, LMG 5355, NBRC 16047, PCM 2167, VKM Ac-956",1,Gordonia bronchialis,GCA_000024785,0
10611,,"CCUG 53882, CIP 109345, DSM 44810, IFM 10200, JCM 12130, NBRC 100432",1,Gordonia effusa,GCA_000241305,0
10621,ON-33,"DSM 45645, CCUG 57507, KCTC 19599, JCM 16947",1,Gordonia hankookensis,GCA_014673215,0
10580,K 718a,"CCUG 38498, DSM 44140, CIP 105097, JCM 10105, ATCC 700255, CECT 7018, IFO 16056, KCTC 9816, NBRC 16056, PCM 2574",1,Gordonia hirsuta,GCA_000333015,0
133133,HKU50,"CCOS 955, CIP 111027, NBRC 111234, NCCP 16210, JCM 31934, NCTC 13704",1,Gordonia hongkongensis,GCA_023078355,0
10622,CC-12301,"DSM 45298, CCM 7727, CCUG 58853, JCM 17969, CIP 110237",1,Gordonia humi,GCA_014197435,0
10579,1610/1b,"DSM 44015, ATCC 700089, CIP 104672, IFO 16057, NBRC 16057, CCUG 38497, CECT 7021, JCM 10086, BCRC 16394, KCTC 9814, PCM 2575",1,Gordonia hydrophobica,GCA_001592365,0
10615,,"DSM 45064, CCUG 53555, CIP 109612, IMMIB WWCC-22, JCM 14874, IFM 10866, NBRC 108250, IMMIB WWC-22",1,Gordonia malaquae,GCA_000344135,0
10604,NAM-BN063A,"DSM 44568, NCIMB 13800, JCM 12074, BCRC 16392, CCUG 47264, CIP 107614, IFM 10356, KCTC 9952, NBRC 108229",1,Gordonia namibiensis,GCA_000298235,0
10623,AD-6,"DSM 45646, CCTCC AB 209144, JCM 31031, NRRL B-59395",1,Gordonia neofelifaecis,GCA_000192435,0
166494,RS15-1S,"TBRC 8485, NBRC 113446",1,Gordonia oryzae,GCA_003797185,0
10610,,"DSM 44809, IFM 10032, JCM 12355, NBRC 100426, CCUG 52243, CIP 109016",1,Gordonia otitidis,GCA_000248075,0
10607,"AS4.1730, HD321","DSM 44604, JCM 12461, BCRC 16372, CGMCC 4.1730, CIP 108331, IFM 10631, NBRC 108238, NCIMB 14305, AS 4.1730",1,Gordonia paraffinivorans,GCA_000344155,0
141149,QH-11,"CICC 24107, KCTC 39933, DSM 108671",1,Gordonia phthalatica,GCA_001305675,0
10598,Kd2,"DSM 44302, ATCC BAA-14, IFO 16320, JCM 10675, NBRC 16320, CIP 106350, IFM 10351, KCTC 9953, NCIMB 13616",1,Gordonia polyisoprenivorans,GCA_000241325,0
10596,141,"DSM 44383, IFO 16068, NBRC 16068, JCM 10426, BCRC 16393, CIP 105727, IFM 10357, KCTC 9824, NCIMB 13848, VKM Ac-2072",1,Gordonia rhizosphera,GCA_000298195,0
10559,,"DSM 43197, ATCC 14352, JCM 3204, KCC A-0204, NCIB 9664, CCUG 34957, LMG 5367, CIP 104661, BCRC 12520, IFM 10321, IFO 16048, IMET 7277, KCTC 9802, LMG 4083, NBRC 101908, NBRC 16048, NCIMB 9664, VKM Ac-1016, IMET 7217, ICPB 4415",1,Gordonia rubripertincta,GCA_000327325,0
166495,,"TBRC 7109, NBRC 113236, AMA 120",1,Gordonia sediminis,GCA_004193205,0
10617,SD29,"DSM 45094, CGMCC 4.3492, JCM 13907, CIP 109551",1,Gordonia shandongensis,GCA_000423025,0
10606,KAIST,"DSM 44576, CIP 108158, NRRL B-24155, SPR 2, JCM 13435, BCRC 16380, IFM 10619, NBRC 108236",1,Gordonia sihwensis,GCA_000333035,0
10614,CC-AB07,"DSM 44995, BCRC 16810, CIP 109465, JCM 14298, IFM 10767, NBRC 108243",1,Gordonia soli,GCA_000334455,0
10570,3884,"DSM 43896, ATCC 29627, IMET 7569, JCM 3228, KCC A-0228, CCUG 47138, CIP 100849, BCRC 13698, CCM 3354, IFO 16049, KCTC 3436, NBRC 100414, NBRC 16049, PCM 2576",1,Gordonia sputi,GCA_000248055,0
10548,3612,"DSM 43249, ATCC 25594, NCTC 10669, JCM 3206, BCRC 13382, CCM 2633, CCUG 34959, CECT 5707, CIP 104295, IFM 0161, IFO 16050, IMET 7371, JCM 3229, KCTC 9807, LMG 5369, NBRC 100016, NBRC 16050, NRRL B-16283, VKM Ac-1023, CCUG 12164",1,Gordonia terrae,GCA_000248035,0
10603,"ID 3752, Kb 2","DSM 44215, JCM 11757, NRRL B-24152, CCUG 46924, CIP 107642, IFM 10629, KCTC 9954, NBRC 108237",1,Gordonia westfalica,GCA_001313785,0
3075,7-10-1-b,"DSM 19378, CCUG 55131, KCTC 15161, JCM 16334",1,Gordonibacter pamelaeae,GCA_000210055,1
24792,,"DSM 27213, CCUG 64261, KCTC 15440, CEBAS 1/15P, CEBAS 1/15",1,Gordonibacter urolithinfaciens,GCA_003788975,1
1256,B1761,"DSM 18845, CIP 107105, JCM 12212, KCTC 3846, LMG 18422",1,Gottfriedia luciferensis,GCA_002156865,0
158259,NEAU-cbsb5,"DSM 100485, CGMCC 1.14993",1,Gottfriedia solisilvae,GCA_002128405,1
2537,9a,"DSM 604, ATCC 7906, IMG 1642, KCTC 5404",1,Gottschalkia acidurici,GCA_000299355,1
2650,,"DSM 1384, ATCC 33906, WA 1",1,Clostridium purinilyticum,GCA_001190785,1
1461,T-16x,"DSM 17256, ATCC BAA-1190, CIP 109592, IAM 15263, JCM 21714",1,Gracilibacillus boraciitolerans,GCA_000521485,0
1459,DD1,"DSM 11125, NCFB 3027, CIP 105095",1,Gracilibacillus dipsosauri,GCA_003176895,1
1463,YIM-C55.5,"DSM 17856, CGMCC 1.6303",1,Gracilibacillus halophilus,GCA_000359605,1
1460,NN,"DSM 11805, JCM 10718, ATCC 700849",1,Gracilibacillus halotolerans,GCA_014206945,1
1468,K170,"DSM 23178, CGMCC 1.10681",1,Gracilibacillus kekensis,GCA_900143085,1
1464,BH312,"DSM 19029, KCTC 13129",1,Gracilibacillus lacisalsi,GCA_000377765,1
1465,,"DSM 19802, CCTCC AA 208015, YIM 91119",1,Gracilibacillus saliphilus,GCA_010994085,1
1466,TP2-8,"DSM 23862, JCM 15569, PCU 304, TISTR 1881, CGMCC 1.10450",1,Gracilibacillus thailandensis,GCA_009659515,1
1467,MF38,"DSM 23863, CGMCC 1.7727, JCM 15711",1,Gracilibacillus ureilyticus,GCA_900111195,1
158807,LA399,"CGMCC 1.16248, KCTC 52885",1,Gracilimonas amylolytica,GCA_002911695,0
24739,,"DSM 21985, ACCC 10717, YIM J14",1,Gracilimonas mengyeensis,GCA_900182705,0
17764,CL-CB462,"DSM 19535, KCCM 90063",1,Gracilimonas tropica,GCA_000375425,0
14324,H1,"DSM 7334, ATCC 51460",1,Gracilinema caldarium,GCA_000219725,1
133966,BS12,"KACC 16188, JCM 17790",1,Christiangramia aestuarii,GCA_009735585,1
5717,,"DSM 19838, JCM 13510, KCTC 12278, KMM 6050, LMG 22585, NBRC 100593, IAM 15331",1,Christiangramia echinicola,GCA_000423065,0
24046,KT0803,"DSM 17595, CGMCC 1.15422",1,Christiangramia forsetii,GCA_000060345,0
5719,RA5-111,"DSM 23082, JCM 16528, KCTC 23022, NBRC 106272",1,Christiangramia gaetbulicola,GCA_003054225,0
5718,UST040801-001,"DSM 23547, JCM 13192, NBRC 101534, NRRL B-41137, CIP 109020, KCTC 22434",1,Christiangramia portivictoriae,GCA_000423045,1
159710,LPB0144,"KACC 18894, JCM 31560",1,Christiangramia salexigens,GCA_001889005,0
80,CGDNIH1,"DSM 17861, ATCC BAA-1260",1,Granulibacter bethesdensis,GCA_000014285,0
2274,GaD,"DSM 9848, ATCC 49175, CIP 103243, CCUG 27637 A, CCUG 27809",1,Granulicatella adiacens,GCA_000160675,0
2276,M1975/96/1,"DSM 15827, ATCC 700813, CCUG 37380, CIP 105938",1,Granulicatella balaenopterae,GCA_900111135,0
138,TPB6028,"DSM 22516, LMG 25274, VKM B-2571",1,Granulicella aggregans,GCA_025685565,0
22898,MP5ACTX2,"DSM 23128, ATCC BAA-1858",1,Granulicella arctica,GCA_025685605,0
22899,MP5ACTX8,"DSM 23137, ATCC BAA-1857",1,Granulicella mallensis,GCA_000178955,0
139,OB1010,"DSM 22464, LMG 25275",1,Granulicella paludicola,GCA_025685545,0
137,TPB6011,"DSM 21001, VKM B-2509",1,Granulicella pectinivorans,GCA_900114625,0
136,"T4, TPO-1014","DSM 18704, ATCC BAA-1396, TPO 1014",1,Granulicella rosea,GCA_900188085,0
158483,AF10,"DSM 104461, VKM B-3276",1,Granulicella sibirica,GCA_004115155,0
22901,MP5ACTX9,"DSM 23138, ATCC BAA-1859",1,Granulicella tundricola,GCA_000178975,0
12620,PG-02,"DSM 17626, ATCC BAA-1292, CIP 109593, JCM 15570, NBRC 107789",1,Granulicoccus phenolivorans,GCA_000423085,0
140804,96-237,"CECT 9029, KCTC 42960, LMG 29238",1,Grimontia celeris,GCA_900055185,1
17219,75-80,"DSM 15132, ATCC 33564, CDC 0075-80, IMET 12291, CCUG 13625, NCTC 11640, LMG 17719, CIP 101886, JCM 1283, BCRC 15890, CAIM 625, CDC 75-80, CECT 5069, LMG 13542",1,Grimontia hollisae,GCA_000176515,1
7515,,"DSM 22003, JCM 14773, KCTC 13163, DCY 26",1,Gryllotalpicola ginsengisoli,GCA_000419445,0
168512,2DFW10M-5,"NBRC 113049, KACC 19316",1,Gryllotalpicola protaetiae,GCA_003627055,0
10518,HT27,"DSM 17901, JCM 15969",1,Gulbenkiania indica,GCA_001418035,1
7478,S7-7,"CCUG 50209, DSM 17450, IAM 14848, TISTR 1511, JCM 12920, CIP 108567, NBRC 103089",1,Gulosibacter bifidus,GCA_001570925,0
7329,ON4,"DSM 13485, CCUG 49965, LMG 21909, JCM 13320, CIP 108515, IAM 15172, NCIMB 14246",1,Gulosibacter molinativorax,GCA_000425685,0
6092,R3,"DSM 7121, ATCC 51453",1,Guyparkeria hydrothermalis,GCA_023555375,1
140661,YC6258,"NBRC 109345, KCCM 43015",1,Gynuella sunshinyii,GCA_000940805,1
166445,,"CGMCC 1.15525, NBRC 112424, HBUM 179779",1,Gynurincola endophyticus,GCA_003991195,0
136703,9,"CIP 107725, CCUG 47968",1,Haematobacter massiliensis,GCA_000740795,0
136704,,"CIP 109176, CCUG 52307, CDC H1892",1,Haematobacter missouriensis,GCA_000740775,0
138208,"X2, 379","CIP 54.2, ATCC 33940, CCUG 4438, DSM 8925, NCTC 10945, CIP 542",1,Haemophilus ducreyi,GCA_001043455,0
11716,,"DSM 21192, ATCC 49733, CCUG 31170, TI 189, CIP 103890",1,Haemophilus felis,GCA_002015125,0
135242,AQ/3273,"CIP 103290, ATCC 33390, CCUG 12834, NCTC 10659, DSM 103601",1,Haemophilus haemolyticus,GCA_001679045,0
11698,680,"DSM 4690, ATCC 33391, NCTC 8143, JCM 33542, CCUG 23945, CIP 102514",1,Haemophilus influenzae,GCA_001457655,0
11702,"572, LRA 026 05 90","DSM 11969, ATCC 10211, CCUG 33775, CIP 103708, AMC 36-A-1",0,Haemophilus influenzae,GCA_001997355,0
11704,"Kilian HK 394, Pittman 576, 576, HK 394","DSM 23393, ATCC 9334, CCUG 13225B, CCUG 23946, CIP 54.94, NCTC 8468",0,Haemophilus influenzae,GCA_901472485,0
11705,TD-4,"DSM 24049, ATCC 49247, CCUG 26214, DSM 9999, NCTC 12699, CIP 104604",0,Haemophilus influenzae,GCA_001679235,0
11713,,"DSM 21452, ATCC 29986, CCUG 43573, CIP 107045",1,Haemophilus paracuniculus,GCA_002015115,0
11708,536,"DSM 21417, ATCC 10014, CCUG 3716, CIP 56.86, NCTC 8479",1,Haemophilus parahaemolyticus,GCA_002015035,0
11707,Wound,"DSM 8978, ATCC 33392, NCTC 7857, CCUG 12836, KCTC 15417, CIP 102513",1,Haemophilus parainfluenzae,GCA_000191405,0
11714,"L1, Lawton 1","DSM 21451, ATCC 29237, CCUG 3718, CIP 102512, NCTC 10670",1,Haemophilus paraphrohaemolyticus,GCA_002015045,0
11709,HK 85,"DSM 17240, CCUG 48703, NCTC 13334, CIP 108658",1,Haemophilus pittmaniae,GCA_000223275,0
4938,Type 32011,"DSM 30163, ATCC 13337, CIP 57.31, NCDC 434-68, NCTC 8105, WDCM 00095, JCM 1666, CCUG 15720, CCUG 41547, CECT 158, CGMCC 1.2026, HAMBI 1876, LMG 10392, NBRC 105685, NCIMB 11999, NCIMB 13060, NRRL B-4260, VTT E-022142, VTT E-991294",1,Hafnia alvei,GCA_000735375,1
139255,5632-72,"CIP 104949, ATCC 29926",0,Hafnia alvei,GCA_000980975,1
133593,4510-73,"CDC 4510-73, LMG 24706, ATCC 29927, CIP 104950",1,Hafnia paralvei,GCA_001655005,1
5851,FR1050,"DSM 17046, JCM 12486, KCTC 12277, CIP 108747, IMSNU 60136",1,Hahella ganghwensis,GCA_000376785,1
5972,D43,"DSM 19505, JCM 15962, KCTC 4055",1,Haladaptatus cibarius,GCA_000710615,1
133566,ROI-28,"CGMCC 1.7737, JCM 15771",1,Haladaptatus litoreus,GCA_900156425,0
163852,AArc-Sl,"JCM 30664, UNIQEM U999",1,Halalkaliarchaeum desulfuricum,GCA_002952775,0
1516,BH2,"DSM 18494, JCM 14192, BCRC 80128, CIP 109651",1,Halalkalibacillus halophilus,GCA_000423105,0
1261,1139,"DSM 21942, ATCC 43226, CIP 109018, JCM 9157",1,Halalkalibacter akibai,GCA_000513135,1
1241,C-11,"DSM 16731, JCM 9152, CIP 109021, FERM 3071",1,Halalkalibacter hemicellulosilyticus,GCA_000513115,1
1252,AM31D,"DSM 18225, IAM 15000, JCM 11691, NCIMB 13904, CIP 108137, NBRC 102362",1,Halalkalibacter krulwichiae,GCA_001591945,1
23707,NH3,"DSM 27953, CGMCC 1.10116, JCM 16507",1,Halalkalibacter nanhaiisediminis,GCA_007830185,1
1262,Kh10-101,"DSM 23308, CIP 109247, JCM 13040, ATCC BAA-1137",1,Halalkalibacter okhensis,GCA_000787375,1
158505,FJAT-45385,"DSM 104651, CCTCC AB 2016263",1,Halalkalibacter urbisdiaboli,GCA_002156385,1
1240,N-1,"DSM 2521, ATCC 21832, FERM P-1138, JCM 9140, CIP 109022, FERM 1138",1,Halalkalibacter wakoensis,GCA_000513095,1
1112,"PN 80, B-3881","DSM 497, ATCC 27557, NRRL B-3881, CIP 105296",1,Halalkalibacterium halodurans,GCA_004376175,1
1199,"No. 44, 44","DSM 13666, CIP 107631, JCM 10945, GTC 854, KCTC 3795",0,Halalkalibacterium halodurans,GCA_001274915,1
140834,HSR2,"JCM 30661, UNIQEM U935",1,Halanaeroarchaeum sulfurireducens,GCA_001011115,0
5982,CEJFG43,"DSM 23230, JCM 16696",1,Halanaerobacter jeridensis,GCA_016908315,1
5977,MH1-52-1,"DSM 22442, CECT 7534, JCM 16109",1,Halarchaeum acidiphilum,GCA_000400975,0
134070,MH1-136-2,"JCM 16331, CECT 7573",1,Halarchaeum nitratireducens,GCA_014647155,0
24088,MH1-16-3,"DSM 22443, CECT 7535, JCM 16108",1,Halarchaeum rubridurum,GCA_014647115,0
168511,LZ-16-2,"KCTC 62344, CCTCC AB 2017229",1,Haliea alexandrii,GCA_003719295,0
495,3x/A02/235,"DSM 19537, CECT 7478, CIP 109602, MOLA 286, OOB 286",1,Haliea salexigens,GCA_000423125,0
23576,S1-36,"DSM 27941, KCTC 23429, NBRC 107739",1,Halioglobus japonicus,GCA_001983995,0
158634,HF004,"KCTC 42395, MCCC 1H00127",1,Pseudohalioglobus lutimaris,GCA_002866825,0
23577,S1-72,"DSM 27932, KCTC 23430, NBRC 107742",1,Halioglobus pacificus,GCA_014652275,0
166510,U0301,"CTC 62082, MCCC 1H00234",1,Seongchinamella sediminis,GCA_003457605,0
12544,"94067913, W3326","JCM 51224, DSM 17361, CCUG 51224, JCM 13869",1,Prevotella bergensis,GCA_000160535,0
132987,A1336,"DSM 100333, CCOS 902, CCUG 67421, KCTC 15694",1,Prevotella colorans,GCA_003096815,0
12543,PPPA20,"DSM 17128, JCM 12954, CCUG 58057, KCTC 15700",1,Prevotella multisaccharivorax,GCA_000218235,0
24344,,"DSM 28061, ATCC 51272, CCUG 33639, CIP 107046, VPI D238B-15",1,Hallella seregens,GCA_000518545,0
17826,,"DSM 45211, KCTC 19409, YIM 93246",1,Haloactinopolyspora alba,GCA_003014555,1
11262,,"DSM 45015, CCTCC AA 206008, JCM 16004, YIM 90648",1,Haloactinospora alba,GCA_006717075,0
133728,EB21,"IBRC-M 10013, KCTC 4048",1,Haloarchaeobius iranensis,GCA_900103505,1
5906,arg-1,"DSM 12282, JCM 9737, ATCC 700875, CGMCC 1.4296, CGMCC 1.6166, CIP 105173, NCIMB 13542",1,Haloarcula argentinensis,GCA_000336895,1
133624,HST01-2R,"BCC 40029, JCM 15759, PCU 313",1,Haloarcula salaria,GCA_014647095,0
162366,SWO25,"JCM 19018, CIP 110583",1,Haloarcula sebkhae,GCA_014647415,0
1347,AD-6,"DSM 18198, CGMCC 1.3703, CIP 109013, JCM 12771",1,Halobacillus aidingensis,GCA_900104185,1
1355,FP5,"DSM 18525, ATCC BAA-1361",1,Halobacillus alkaliphilus,GCA_900113125,0
130201,NEAU-ST10-40,"DSM 25866, CGMCC 1.12153",1,Halobacillus andaensis,GCA_014636475,1
1348,D-8,"DSM 18199, CGMCC 1.3704, JCM 12772, CIP 109012",1,Halobacillus dabanensis,GCA_900114165,1
